Product Name;Product Category;Product Sub-Category;Product Container;Product Base Margin
Epson Stylus 1520 Color Inkjet Printer;Technology;Office Machines;Jumbo Drum;0.37
Avery 494;Office Supplies;Labels;Small Box;0.39
Self-Adhesive Address Labels for Typewriters by Universal;Office Supplies;Labels;Small Box;0.38
Accessory37;Technology;Telephones and Communication;Wrap Bag;0.81
Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders;Office Supplies;Binders and Binder Accessories;Small Box;0.38
Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac;Office Supplies;Appliances;Small Box;0.6
AT&T 2230 Dual Handset Phone With Caller ID/Call Waiting;Technology;Office Machines;Small Box;0.52
Peel & Seel Recycled Catalog Envelopes. Brown;Office Supplies;Envelopes;Small Box;0.35
Cardinal Poly Pocket Divider Pockets for Ring Binders;Office Supplies;Binders and Binder Accessories;Small Box;0.4
Canon PC1060 Personal Laser Copier;Technology;Copiers and Fax;Large Box;0.41
Sterling Rubber Bands by Alliance;Office Supplies;Rubber Bands;Wrap Bag;0.85
Newell 312;Office Supplies;Pens & Art Supplies;Wrap Bag;0.55
BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables;Furniture;Tables;Jumbo Box;0.77
"Imation 3.5"" DS/HD IBM Formatted Diskettes. 50/Pack";Technology;Computer Peripherals;Small Pack;0.64
Avery Flip-Chart Easel Binder. Black;Office Supplies;Binders and Binder Accessories;Small Box;0.38
GBC Binding covers;Office Supplies;Binders and Binder Accessories;Small Box;0.4
R280;Technology;Telephones and Communication;Small Box;0.55
Accessory9;Technology;Telephones and Communication;Small Pack;0.39
U.S. Robotics 56K Internet Call Modem;Technology;Computer Peripherals;Small Box;0.5
Tennsco Industrial Shelving;Office Supplies;Storage & Organization;Large Box;0.83
Staples Bulldog Clip;Office Supplies;Rubber Bands;Wrap Bag;0.39
Micro Innovations Micro 3000 Keyboard. Black;Technology;Computer Peripherals;Small Box;0.75
Fellowes Basic 104-Key Keyboard. Platinum;Technology;Computer Peripherals;Small Box;0.65
Xerox 1882;Office Supplies;Paper;Small Box;0.36
Carina Double Wide Media Storage Towers in Natural & Black;Office Supplies;Storage & Organization;Large Box;0.81
Portable Personal File Box;Office Supplies;Storage & Organization;Small Box;0.58
"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles. 3 7/8"" Cut. 8""L";Office Supplies;Scissors. Rulers and Trimmers;Small Pack;0.56
Eldon Cleatmat Chair Mats for Medium Pile Carpets;Furniture;Office Furnishings;Medium Box;0.72
Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright);Office Supplies;Paper;Small Box;0.4
Hon 94000 Series Round Tables;Furniture;Tables;Jumbo Box;0.76
Deflect-o RollaMat Studded. Beveled Mat for Medium Pile Carpeting;Furniture;Office Furnishings;Medium Box;0.67
Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind;Office Supplies;Binders and Binder Accessories;Small Box;0.35
Global High-Back Leather Tilter. Burgundy;Furniture;Chairs & Chairmats;Jumbo Drum;0.74
Poly Designer Cover & Back;Office Supplies;Binders and Binder Accessories;Small Box;0.37
Lifetime Advantage Folding Chairs. 4/Carton;Furniture;Chairs & Chairmats;Large Box;0.57
DAX Contemporary Wood Frame with Silver Metal Mat. Desktop. 11 x 14 Size;Furniture;Office Furnishings;Small Pack;0.49
Stockwell Push Pins;Office Supplies;Rubber Bands;Wrap Bag;0.52
"Imation 3.5"". DISKETTE 44766 HGHLD3.52HD/FM. 10/Pack";Technology;Computer Peripherals;Small Pack;0.64
8260;Technology;Telephones and Communication;Small Box;0.58
3390;Technology;Telephones and Communication;Small Box;0.57
Global Deluxe Stacking Chair. Gray;Furniture;Chairs & Chairmats;Jumbo Drum;0.56
Bevis 36 x 72 Conference Tables;Furniture;Tables;Jumbo Box;0.63
Avery Flip-Chart Easel Binder. Black;Office Supplies;Binders and Binder Accessories;Small Box;0.38
"Howard Miller 16"" Diameter Gallery Wall Clock";Furniture;Office Furnishings;Small Box;0.46
"ACCOHIDE 3-Ring Binder. Blue. 1""";Office Supplies;Binders and Binder Accessories;Small Box;0.38
Global High-Back Leather Tilter. Burgundy;Furniture;Chairs & Chairmats;Jumbo Drum;0.74
"Wilson Jones Hanging View Binder. White. 1""";Office Supplies;Binders and Binder Accessories;Small Box;0.39
Boston 1730 StandUp Electric Pencil Sharpener;Office Supplies;Pens & Art Supplies;Small Pack;0.59
Accessory31;Technology;Telephones and Communication;Small Pack;0.35
Accessory8;Technology;Telephones and Communication;Small Pack;0.39
Fellowes 17-key keypad for PS/2 interface;Technology;Computer Peripherals;Small Box;0.75
Hanging Personal Folder File;Office Supplies;Storage & Organization;Small Box;0.6
Ibico Covers for Plastic or Wire Binding Elements;Office Supplies;Binders and Binder Accessories;Small Box;0.4
Hoover Portapower Portable Vacuum;Office Supplies;Appliances;Large Box;0.6
Fellowes Command Center 5-outlet power strip;Office Supplies;Appliances;Small Box;0.58
SAFCO Arco Folding Chair;Furniture;Chairs & Chairmats;Large Box;
Accessory12;Technology;Telephones and Communication;Small Box;0.35
Global Leather Highback Executive Chair with Pneumatic Height Adjustment. Black;Furniture;Chairs & Chairmats;Jumbo Drum;0.58
3390;Technology;Telephones and Communication;Small Box;0.57
GBC DocuBind TL300 Electric Binding System;Office Supplies;Binders and Binder Accessories;Small Box;0.38
GBC Prepunched Paper. 19-Hole. for Binding Systems. 24-lb;Office Supplies;Binders and Binder Accessories;Small Box;0.39
Microsoft Internet Keyboard;Technology;Computer Peripherals;Small Box;0.78
TDK 4.7GB DVD-R;Technology;Computer Peripherals;Small Pack;0.41
Xerox 1977;Office Supplies;Paper;Small Box;0.37
DAX Solid Wood Frames;Furniture;Office Furnishings;Medium Box;0.48
Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room;Office Supplies;Appliances;Large Box;0.54
Belkin 8 Outlet SurgeMaster II Gold Surge Protector;Office Supplies;Appliances;Small Box;0.57
8260;Technology;Telephones and Communication;Small Box;0.58
Recycled Interoffice Envelopes with String and Button Closure. 10 x 13;Office Supplies;Envelopes;Small Box;0.35
Multimedia Mailers;Office Supplies;Envelopes;Small Box;0.39
White Business Envelopes with Contemporary Seam. Recycled White Business Envelopes;Office Supplies;Envelopes;Small Box;0.35
"Avery Trapezoid Ring Binder. 3"" Capacity. Black. 1040 sheets";Office Supplies;Binders and Binder Accessories;Small Box;0.36
DXL Angle-View Binders with Locking Rings. Black;Office Supplies;Binders and Binder Accessories;Small Box;0.38
8260;Technology;Telephones and Communication;Small Box;0.58
Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders;Office Supplies;Binders and Binder Accessories;Small Box;0.37
Laser & Ink Jet Business Envelopes;Office Supplies;Envelopes;Small Box;0.39
Okidata ML390 Turbo Dot Matrix Printers;Technology;Office Machines;Jumbo Drum;0.56
Eldon Regeneration Recycled Desk Accessories. Smoke;Furniture;Office Furnishings;Small Pack;0.53
Accessory36;Technology;Telephones and Communication;Small Pack;0.83
"Linden 12"" Wall Clock With Oak Frame";Furniture;Office Furnishings;Small Box;0.55
2160i;Technology;Telephones and Communication;Small Box;0.59
Global Deluxe High-Back Office Chair in Storm;Furniture;Chairs & Chairmats;Jumbo Drum;0.76
"Howard Miller 16"" Diameter Gallery Wall Clock";Furniture;Office Furnishings;Small Box;0.46
Canon MP100DHII Printing Calculator;Technology;Office Machines;Medium Box;0.37
Accessory21;Technology;Telephones and Communication;Wrap Bag;0.37
Verbatim DVD-R 4.7GB authoring disc;Technology;Computer Peripherals;Small Pack;0.51
"Rediform Wirebound ""Phone Memo"" Message Book. 11 x 5-3/4";Office Supplies;Paper;Wrap Bag;0.36
C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back. 8-1/2x11. 25/Bx;Furniture;Office Furnishings;Small Box;0.54
Avery 51;Office Supplies;Labels;Small Box;0.39
SANFORD Liquid Accent Tank-Style Highlighters;Office Supplies;Pens & Art Supplies;Wrap Bag;0.54
Avery Poly Binder Pockets;Office Supplies;Binders and Binder Accessories;Small Box;0.37
Dixon My First Ticonderoga Pencil. #2;Office Supplies;Pens & Art Supplies;Wrap Bag;0.56
Acco Hot Clips Clips to Go;Office Supplies;Rubber Bands;Wrap Bag;0.4
Fiskars Softgrip Scissors;Office Supplies;Scissors. Rulers and Trimmers;Small Pack;0.57
"Elite 5"" Scissors";Office Supplies;Scissors. Rulers and Trimmers;Small Pack;0.55
Eldon Wave Desk Accessories;Furniture;Office Furnishings;Small Box;0.41
Avery 478;Office Supplies;Labels;Small Box;0.36
Boston 16701 Slimline Battery Pencil Sharpener;Office Supplies;Pens & Art Supplies;Small Pack;0.55
Xerox 1982;Office Supplies;Paper;Small Box;0.39
Soundgear Copyboard Conference Phone. Optional Battery;Technology;Office Machines;Medium Box;0.37
Dot Matrix Printer Tape Reel Labels. White. 5000/Box;Office Supplies;Labels;Small Box;0.36
Euro Pro Shark Stick Mini Vacuum;Office Supplies;Appliances;Large Box;0.59
Panasonic KX-P1150 Dot Matrix Printer;Technology;Office Machines;Jumbo Drum;0.56
Recycled Eldon Regeneration Jumbo File;Office Supplies;Storage & Organization;Small Box;0.57
"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet. Computer. 39"" x 49""";Furniture;Office Furnishings;Medium Box;0.65
Avery 498;Office Supplies;Labels;Small Box;0.38
Premium Transparent Presentation Covers by GBC;Office Supplies;Binders and Binder Accessories;Small Box;0.37
"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf";Furniture;Tables;Jumbo Drum;0.59
GBC VeloBinder Electric Binding Machine;Office Supplies;Binders and Binder Accessories;Small Box;0.35
Brown Kraft Recycled Envelopes;Office Supplies;Envelopes;Small Box;0.35
"Acme 8"" Straight Scissors";Office Supplies;Scissors. Rulers and Trimmers;Small Pack;0.6
Bell Sonecor JB700 Caller ID;Technology;Telephones and Communication;Medium Box;0.6
A1228;Technology;Telephones and Communication;Small Box;0.58
3M Polarizing Task Lamp with Clamp Arm. Light Gray;Furniture;Office Furnishings;Large Box;0.59
8290;Technology;Telephones and Communication;Small Box;0.6
Hewlett-Packard Deskjet 5550 Color Inkjet Printer;Technology;Office Machines;Jumbo Drum;0.4
Fellowes Neat Ideas Storage Cubes;Office Supplies;Storage & Organization;Large Box;0.81
Lesro Round Back Collection Coffee Table. End Table;Furniture;Tables;Large Box;0.72
Avery 492;Office Supplies;Labels;Small Box;0.39
Newell 343;Office Supplies;Pens & Art Supplies;Wrap Bag;0.58
Recycled Eldon Regeneration Jumbo File;Office Supplies;Storage & Organization;Small Box;0.57
SAFCO PlanMaster Heigh-Adjustable Drafting Table Base. 43w x 30d x 30-37h. Black;Furniture;Tables;Jumbo Drum;
Canon S750 Color Inkjet Printer;Technology;Office Machines;Jumbo Drum;0.38
Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener;Office Supplies;Pens & Art Supplies;Small Pack;0.55
AT&T Black Trimline Phone. Model 210;Technology;Office Machines;Small Box;0.49
Newell 318;Office Supplies;Pens & Art Supplies;Wrap Bag;0.59
"Staples Pen Style Liquid Stix; Assorted (yellow. pink. green. blue. orange). 5/Pack";Office Supplies;Pens & Art Supplies;Wrap Bag;0.4
Staples Vinyl Coated Paper Clips;Office Supplies;Rubber Bands;Wrap Bag;0.39
3M Polarizing Task Lamp with Clamp Arm. Light Gray;Furniture;Office Furnishings;Large Box;0.59
Avery 491;Office Supplies;Labels;Small Box;0.39
Fellowes Black Plastic Comb Bindings;Office Supplies;Binders and Binder Accessories;Small Box;0.39
Eldon Expressions Desk Accessory. Wood Pencil Holder. Oak;Furniture;Office Furnishings;Small Box;0.55
O'Sullivan 3-Shelf Heavy-Duty Bookcases;Furniture;Bookcases;Jumbo Box;0.61
T18;Technology;Telephones and Communication;Small Box;0.57
Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators;Office Supplies;Appliances;Jumbo Drum;0.59
Honeywell Quietcare HEPA Air Cleaner;Office Supplies;Appliances;Medium Box;0.52
Staples Colored Bar Computer Paper;Office Supplies;Paper;Small Box;0.38
Boston 16765 Mini Stand Up Battery Pencil Sharpener;Office Supplies;Pens & Art Supplies;Small Pack;0.59
Staples Battery-Operated Desktop Pencil Sharpener;Office Supplies;Pens & Art Supplies;Small Pack;0.6
Eldon 200 Class Desk Accessories;Furniture;Office Furnishings;Small Box;0.53
Memorex 80 Minute CD-R. 30/Pack;Technology;Computer Peripherals;Small Pack;0.46
Global Leather and Oak Executive Chair. Black;Furniture;Chairs & Chairmats;Jumbo Drum;0.56
Dual Level. Single-Width Filing Carts;Office Supplies;Storage & Organization;Small Box;0.59
Fellowes Smart Design 104-Key Enhanced Keyboard. PS/2 Adapter. Platinum;Technology;Computer Peripherals;Small Box;0.68
"Wilson Jones 1"" Hanging DublLock Ring Binders";Office Supplies;Binders and Binder Accessories;Small Box;0.37
Master Giant Foot Doorstop. Safety Yellow;Furniture;Office Furnishings;Wrap Bag;0.42
"Perma STOR-ALL Hanging File Box. 13 1/8""W x 12 1/4""D x 10 1/2""H";Office Supplies;Storage & Organization;Small Box;0.68
Epson DFX-8500 Dot Matrix Printer;Technology;Office Machines;Jumbo Drum;0.57
Xerox 194;Office Supplies;Paper;Small Box;0.37
SouthWestern Bell FA970 Digital Answering Machine with Time/Day Stamp;Technology;Telephones and Communication;Medium Box;0.56
Avery 493;Office Supplies;Labels;Small Box;0.36
"Bevis Round Bullnose 29"" High Table Top";Furniture;Tables;Jumbo Box;0.61
GBC Recycled Regency Composition Covers;Office Supplies;Binders and Binder Accessories;Small Box;0.39
Avery 506;Office Supplies;Labels;Small Box;0.39
Xerox 197;Office Supplies;Paper;Small Box;0.4
Eldon Expressions Wood Desk Accessories. Oak;Furniture;Office Furnishings;Small Box;0.56
Xerox 1935;Office Supplies;Paper;Small Box;0.39
Peel & Stick Add-On Corner Pockets;Office Supplies;Binders and Binder Accessories;Small Box;0.37
Eureka The Boss Cordless Rechargeable Stick Vac;Office Supplies;Appliances;Small Box;0.58
Eldon Wave Desk Accessories;Furniture;Office Furnishings;Small Box;0.43
Xerox 1905;Office Supplies;Paper;Small Box;0.37
Fellowes Bankers Box Staxonsteel Drawer File/Stacking System;Office Supplies;Storage & Organization;Small Box;0.73
"Executive Impressions 13"" Clairmont Wall Clock";Furniture;Office Furnishings;Small Pack;0.44
Global Leather and Oak Executive Chair. Black;Furniture;Chairs & Chairmats;Jumbo Drum;0.56
Global Troy Executive Leather Low-Back Tilter;Furniture;Chairs & Chairmats;Jumbo Drum;0.6
Verbatim DVD-RAM. 9.4GB. Rewritable. Type 1. DS. DataLife Plus;Technology;Computer Peripherals;Small Pack;0.55
Staples SlimLine Pencil Sharpener;Office Supplies;Pens & Art Supplies;Small Pack;0.6
Presstex Flexible Ring Binders;Office Supplies;Binders and Binder Accessories;Small Box;0.35
Memorex 4.7GB DVD+RW. 3/Pack;Technology;Computer Peripherals;Small Pack;0.4
Eldon Image Series Black Desk Accessories;Furniture;Office Furnishings;Small Box;0.49
Avery 485;Office Supplies;Labels;Small Box;0.38
Dixon My First Ticonderoga Pencil. #2;Office Supplies;Pens & Art Supplies;Wrap Bag;0.56
Global Adaptabilities Conference Tables;Furniture;Tables;Jumbo Box;0.78
Kensington 7 Outlet MasterPiece Power Center;Office Supplies;Appliances;Small Box;0.56
Global Deluxe Stacking Chair. Gray;Furniture;Chairs & Chairmats;Jumbo Drum;0.56
Xerox 1885;Office Supplies;Paper;Small Box;0.37
Avery 479;Office Supplies;Labels;Small Box;0.39
AT&T Black Trimline Phone. Model 210;Technology;Office Machines;Small Box;0.49
Fellowes Twister Kit. Gray/Clear. 3/pkg;Office Supplies;Binders and Binder Accessories;Small Box;0.4
Eldon Pizzaz Desk Accessories;Furniture;Office Furnishings;Small Pack;0.41
GBC Binding covers;Office Supplies;Binders and Binder Accessories;Small Box;0.4
Hewlett-Packard Deskjet 5550 Color Inkjet Printer;Technology;Office Machines;Jumbo Drum;0.4
Talkabout T8367;Technology;Telephones and Communication;Small Box;0.56
Logitech Access Keyboard;Technology;Computer Peripherals;Small Box;0.37
Fellowes Strictly Business Drawer File. Letter/Legal Size;Office Supplies;Storage & Organization;Small Box;0.73
Newell 336;Office Supplies;Pens & Art Supplies;Wrap Bag;0.56
Conquest 14 Commercial Heavy-Duty Upright Vacuum. Collection System. Accessory Kit;Office Supplies;Appliances;Small Box;0.56
Tennsco Snap-Together Open Shelving Units. Starter Sets and Add-On Units;Office Supplies;Storage & Organization;Large Box;0.8
GBC DocuBind P100 Manual Binding Machine;Office Supplies;Binders and Binder Accessories;Small Box;0.4
Avery 497;Office Supplies;Labels;Small Box;0.37
SAFCO Folding Chair Trolley;Furniture;Chairs & Chairmats;Medium Box;
"Manila Recycled Extra-Heavyweight Clasp Envelopes. 6"" x 9""";Office Supplies;Envelopes;Small Box;0.36
Verbatim DVD-RAM. 5.2GB. Rewritable. Type 1. DS;Technology;Computer Peripherals;Small Pack;0.5
Keytronic Designer 104- Key Black Keyboard;Technology;Computer Peripherals;Small Box;0.77
Accessory31;Technology;Telephones and Communication;Small Pack;0.35
Avanti 4.4 Cu. Ft. Refrigerator;Office Supplies;Appliances;Jumbo Drum;0.57
Bush Mission Pointe Library;Furniture;Bookcases;Jumbo Box;0.65
"Acco Pressboard Covers with Storage Hooks. 14 7/8"" x 11"". Dark Blue";Office Supplies;Binders and Binder Accessories;Small Box;0.36
Ibico Covers for Plastic or Wire Binding Elements;Office Supplies;Binders and Binder Accessories;Small Box;0.4
Boston KS Multi-Size Manual Pencil Sharpener;Office Supplies;Pens & Art Supplies;Small Pack;0.57
Hunt BOSTON Vista Battery-Operated Pencil Sharpener. Black;Office Supplies;Pens & Art Supplies;Small Pack;0.58
Martin-Yale Premier Letter Opener;Office Supplies;Scissors. Rulers and Trimmers;Wrap Bag;0.82
Recycled Premium Regency Composition Covers;Office Supplies;Binders and Binder Accessories;Small Box;0.36
Atlantic Metals Mobile 5-Shelf Bookcases. Custom Colors;Furniture;Bookcases;Jumbo Box;0.55
i1000;Technology;Telephones and Communication;Small Box;0.58
Avery 493;Office Supplies;Labels;Small Box;0.36
Fellowes Super Stor/Drawer;Office Supplies;Storage & Organization;Small Box;0.67
"Rubbermaid ClusterMat Chairmats. Mat Size- 66"" x 60"". Lip 20"" x 11"" -90 Degree Angle";Furniture;Office Furnishings;Medium Box;0.69
*Staples* Letter Opener;Office Supplies;Scissors. Rulers and Trimmers;Wrap Bag;0.81
